bbl,isndobbisviol,boro,bin,block,lot,issuedate,violationtypecode,violationnumber,housenumber,street,dispositiondate,dispositioncomments,devicenumber,description,ecbnumber,number,violationcategory,violationtype
2057720013,2396636,2,2084001,05772,00013,2019-09-19,AEUHAZ1,00242,3727,FIELDSTON ROAD,2021-05-11,000810 PAID INVOICE 90431617,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35243247X,V*091919AEUHAZ100242,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2057960117,2390952,2,2124437,05796,00117,2019-09-06,ACC1,07550,3620,OXFORD AVENUE,,,2P11354,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC107550,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
2057960117,2390953,2,2124437,05796,00117,2019-09-06,ACC1,07551,3620,OXFORD AVENUE,,,2P11355,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V090619ACC107551,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
3009280049,2412399,3,3018397,00928,00049,2019-11-08,LBLVIO,05964,433,DEAN STREET,2019-12-11,"CIASVP DISMISSED, PAID FULL PENALTY $1000, CHK#1019412111, INV#62147785",00027178,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,,V*110819LBLVIO05964,V*-DOB VIOLATION - DISMISSED,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED
3009280051,2414094,3,3018398,00928,00051,2019-11-08,LBLVIO,07613,427,DEAN STREET,2019-12-11,"CIASVP DISMISSED, PAID FULL PENALTY $1000, CHK#1019412112, INV#62147782",00070917,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,,V*110819LBLVIO07613,V*-DOB VIOLATION - DISMISSED,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED
3014540022,2413602,3,3039108,01454,00022,2019-11-08,LBLVIO,07131,2044,BERGEN STREET,,,00062428,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,,V110819LBLVIO07131,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED
3017000062,2360103,3,3047981,01700,00062,2019-05-02,BENCH,02040,575,HERKIMER STREET,2020-08-12,PD INV#62189864,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*050219BENCH02040,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
3017000062,2379319,3,3047981,01700,00062,2019-08-03,BENCH,00356,575,HERKIMER STREET,2019-11-12,CONFIRMED SUBMISSION,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*080319BENCH00356,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
3017000062,2377638,3,3047981,01700,00062,2019-08-22,E,9027/658452,575,HERKIMER ST,2019-10-21,"PPN203 AOC SUB ON 10/15/19 BY:MILLENNIUM       BORIS EVELKIN, CERT#556001",3P6276,,,V*082219E9027/658452,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3017000062,2491152,3,3047981,01700,00062,2019-01-31,FISP,NRF47170,575,HERKIMER STREET,,,8B304798,,,V013119FISPNRF47170,V-DOB VIOLATION - ACTIVE,FISP-FACADE SAFETY PROGRAM                                           FACADE  REQUIRED
3024330015,2416085,3,3063299,02433,00015,2019-11-08,LBLVIO,09557,224,SOUTH 3 STREET,,,00103053,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,,V110819LBLVIO09557,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED
3046750045,2360477,3,3102099,04675,00045,2019-05-02,BENCH,02413,397,EAST 49 STREET,2019-06-11,PD INV#62094026,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*050219BENCH02413,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
3046750045,2380287,3,3102099,04675,00045,2019-08-02,BENCH,01310,397,EAST 49 STREET,2019-09-19,PD INV#___62124389,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*080219BENCH01310,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
3046750045,2427999,3,3102099,04675,00045,2019-11-02,BENCH,00885,397,EAST 49 STREET,2019-12-24,PD INV#_62151702,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*110219BENCH00885,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
3050430071,2362455,3,3115582,05043,00071,2019-05-03,BENCH,00598,165,HAWTHORNE STREET,2019-07-09,CONFIRMED SUBMISSION,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,,V*050319BENCH00598,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK                                            NONE
3050430071,2387996,3,3115582,05043,00071,2019-09-06,ACC1,04608,171,HAWTHORNE ST,2020-10-15,CIANOW CRM Violation Dismissed,3P4845,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V*090619ACC104608,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
3050430071,2540485,3,3115582,05043,00071,2019-03-20,E,9028/647480,171,HAWTHORNE ST,2021-08-03,"PPN203 AOC SUB ON 7/8/21 BY:AUTHENTIC          LOANNIE REYES, CERT#610094",3P4845,,,V*032019E9028/647480,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
3019460004,432805,3,3341955,01946,00004,2019-07-02,C,CN0202RA,369,WASHINGTON AVENUE,2020-10-27,NO OBJECTION TO DISMISS DOB VIOLATION   JOB WAS SIGN OFF ON 10/19/2020,,,,V*070219CCN0202RA,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL
4012680001,2377297,4,4029194,01268,00001,2019-08-22,AEUHAZ1,00653,81-06,34 AVENUE,2019-09-17,YUM    PAID INV 62120702,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38267297J,V*082219AEUHAZ100653,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
4012810065,1009776,4,4029695,01281,00065,2019-12-31,LANDMK,20-0264,35-21,81 STREET,,,,,,V123119LANDMK20-0264,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE
4012810065,1067969,4,4029695,01281,00065,2019-12-31,LANDMK,20-0265,35-21,81 STREET,,,,,,V123119LANDMK20-0265,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE
4012810065,2388498,4,4029695,01281,00065,2019-09-06,ACC1,05101,35-21,81 ST,2024-02-08,CIANOW CRM Violation Dismissed,4P314,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V*090619ACC105101,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
4012810065,2388499,4,4029695,01281,00065,2019-09-06,ACC1,05102,35-21,81 ST,2024-02-08,CIANOW CRM Violation Dismissed,4P315,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V*090619ACC105102,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
4012810065,1498198,4,4029695,01281,00065,2019-07-18,E,9028/656959,35-21,81 ST,2020-01-21,"PPN203 AOC SUB ON 1/10/2020 BY:ALLIANCE        JOSEPH R. MARRERO, CERT#470031",4P314,,,V*071819E9028/656959,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012910064,1554389,4,4030008,01291,00064,2019-07-11,E,9028/651697,37-21,80TH ST,2020-12-23,"PPN203 AOC SUB ON 11/05/2020 BY:ALLIANCE       JOSEPH MARRERO, CERT #470031",4P307,,,V*071119E9028/651697,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4012910064,1554625,4,4030008,01291,00064,2019-07-11,E,9028/651698,37-21,80TH ST,2020-12-23,"PPN203  AOC SUB ON 11/5/2020 BY:ALLIANCE   .    JOSEPH MARRERO, CERT #470031",4P308,,,V*071119E9028/651698,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4014590040,2340605,4,4035838,01459,00040,2019-04-05,EVCAT1,02056,35-65,85TH ST,2019-10-05,CIALHE 2017 CAT1 FILED 2/14/17 INSP DTE 1/27/17 FAILURE TO FILE CAT1/17 INSP TES,4P2955,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,,V*040519EVCAT102056,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST                               ELEVATORREQUIRED
4021120030,2426820,4,4050658,02112,00030,2019-11-25,E,9028/647928,99-41,64TH AVE,2021-07-27,PPN203 AOC SUB 06/21/2021 BY ALLIANCE ELEVATOR CERT 470031 JOSEPH MARRERO,4P1634,,,V*112519E9028/647928,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4021120030,2426821,4,4050658,02112,00030,2019-11-25,E,9028/647929,99-41,64TH AVE,2021-08-12,"PPN203 AOC SUB ON 7/16/21 BY:ALLIANCE          JOSEPH MARRERO, CERT#470031",4P1635,,,V*112519E9028/647929,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550129,2388694,4,4080137,03355,00129,2019-09-06,ACC1,05293,83-52,TALBOT ST,2024-05-01,CIANOW CRM Violation Dismissed,4P686,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V*090619ACC105293,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
4033550129,2388695,4,4080137,03355,00129,2019-09-06,ACC1,05294,83-52,TALBOT ST,2024-05-01,CIANOW CRM Violation Dismissed,4P687,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V*090619ACC105294,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
4033550129,2370888,4,4080137,03355,00129,2019-07-11,E,9027/656331,83-52,TALBOT ST,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,4P687,,,V*071119E9027/656331,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
4033550136,2388696,4,4080138,03355,00136,2019-09-06,ACC1,05295,83-64,TALBOT ST,2024-02-08,CIANOW CRM Violation Dismissed,4P688,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,,V*090619ACC105295,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED
4079680031,2406135,4,4166895,07968,00031,2019-11-05,E,9027/662037,222-89,BRADDOCK AVE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,4P4272,,,V*110519E9027/662037,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1002740014,2472077,1,1003269,00274,00014,2020-09-02,AEUHAZ1,00112,56,PIKE STREET,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35462539H,V090220AEUHAZ100112,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1002740014,2472076,1,1003269,00274,00014,2020-09-02,AEUHAZ1,00111,56,PIKE STREET,2021-02-18,000810 PAID INVOICE 90394830,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35472996M,V*090220AEUHAZ100111,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1004070054,2439012,1,1005262,00407,00054,2020-01-22,AEUHAZ1,00025,513,EAST 13 STREET,2020-12-11,ECB DISMISSED,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35461110K,V*012220AEUHAZ100025,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1004070054,2439013,1,1005262,00407,00054,2020-01-22,AEUHAZ1,00026,513,EAST 13 STREET,2020-12-18,ECB DISMISSED,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35461111M,V*012220AEUHAZ100026,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1004070054,2439014,1,1005262,00407,00054,2020-01-22,AEUHAZ1,00027,513,EAST 13 STREET,2020-12-18,ECB DISMISSED,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35461112Y,V*012220AEUHAZ100027,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1004070054,2439015,1,1005262,00407,00054,2020-01-22,AEUHAZ1,00028,513,EAST 13 STREET,2021-03-04,000810 PAID INVOICE 90401679,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35461113X,V*012220AEUHAZ100028,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1004070054,2472122,1,1005262,00407,00054,2020-09-02,AEUHAZ1,00158,513,EAST 13 STREET,2021-03-04,000810 PAID INVOICE 90401680,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35475705R,V*090220AEUHAZ100158,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1004070054,2472123,1,1005262,00407,00054,2020-09-02,AEUHAZ1,00159,513,EAST 13 STREET,2021-03-04,000810 PAID INVOICE 90401681,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35490693Y,V*090220AEUHAZ100159,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1009270001,2433573,1,1020543,00927,00001,2020-01-09,AEUHAZ1,00057,362,2 AVENUE,2020-06-26,ECB DISMISSED,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,39009405M,V*010920AEUHAZ100057,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1009270001,2433574,1,1020543,00927,00001,2020-01-09,AEUHAZ1,00058,362,2 AVENUE,2020-10-01,810    PAID INV 90294717,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,39009406Y,V*010920AEUHAZ100058,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1009270001,2450321,1,1020543,00927,00001,2020-03-13,E,9028/674252,301,E 21ST ST,2020-10-26,"PPN203 AOC SUB ON 9/29/2020 BY:CENTENNIAL      JOSEPH SENA, CERT #249032",1P18319,,,V*031320E9028/674252,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,2450315,1,1020543,00927,00001,2020-03-13,E,9028/674257,374,SECOND AVE,2020-11-13,PPN203 AOC SUB 11/13/2020 BY TRANSEL ELEV INC  CERT 402069 ROBERT J. PETRACCA,1P4250,,,V*031320E9028/674257,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,2450314,1,1020543,00927,00001,2020-03-13,E,9028/674254,374,SECOND AVE,2020-12-07,PPN203 AOC SUB 11/13/2020 BY TRANSEL ELEV INC  CERT 402069 ROBERT J. PETRACCA,1P27451,,,V*031320E9028/674254,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,2450312,1,1020543,00927,00001,2020-03-13,E,9028/674255,374,SECOND AVE,2020-12-07,PPN203 AOC SUB 11/13/2020 BY TRANSEL ELEV INC  CERT 402069 ROBERT J. PETRACCA,1P29714,,,V*031320E9028/674255,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,2450313,1,1020543,00927,00001,2020-03-13,E,9028/674256,374,SECOND AVE,2020-12-07,PPN203 AOC SUB 11/13/2020 BY TRANSEL ELEV INC  CERT 402069 ROBERT J. PETRACCA,1P4247,,,V*031320E9028/674256,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,2450322,1,1020543,00927,00001,2020-03-13,E,9028/674251,301,E 21ST ST,2021-05-06,PPN203 AOC SUB 041521 BY CENTENNIAL ELEV       JOSEPH SENA CERT#249032,1P18318,,,V*031320E9028/674251,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009270001,2524226,1,1020543,00927,00001,2020-03-13,E,9028/674253,301,E 21ST ST,2021-05-06,PPN203 AOC SUB 041521 BY CENTENNIAL ELEV       JOSEPH SENA CERT#249032,1P18320,,,V*031320E9028/674253,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1009280009,2454095,1,1020570,00928,00009,2020-03-23,E,9028/676752,313,E 22 ST,2021-12-30,PPN203 AOC SUB 12/21/2021 BY CENTURY ELEV MAINTCERT 165013 RICHARD GLADITZ,1P30511,,,V*032320E9028/676752,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
1015130124,2499641,1,1047700,01513,00124,2020-12-10,E,9028/692773,155,E 84 ST,,,1P30399,,,V121020E9028/692773,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
1016140069,2472911,1,1051595,01614,00069,2020-09-02,AEUHAZ1,00952,1274,5 AVENUE,2020-10-30,HPM    PAID INVOICE#90318867,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35416991R,V*090220AEUHAZ100952,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1016140069,2472910,1,1051595,01614,00069,2020-09-02,AEUHAZ1,00951,1274,5 AVENUE,2021-02-17,CPY005654204,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35416992Z,V*090220AEUHAZ100951,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1016140069,2472912,1,1051595,01614,00069,2020-09-02,AEUHAZ1,00953,1274,5 AVENUE,2021-02-17,CPY005615126,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35416990P,V*090220AEUHAZ100953,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1019880117,2435834,1,1059803,01988,00117,2020-01-17,LBLVIO,00539,512,WEST 136 STREET,2021-08-03,CIANOW CRM Violation Dismissed,00201850,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,,V*011720LBLVIO00539,V*-DOB VIOLATION - DISMISSED,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED
1020480025,2473178,1,1060908,02048,00025,2020-09-02,AEUHAZ1,01221,105,EDGECOMBE AVENUE,2021-03-19,000810 PAID INVOICE 90408412,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,38272835Y,V*090220AEUHAZ101221,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1020480025,2489314,1,1060908,02048,00025,2020-10-14,AEUHAZ1,00087,582,ST NICHOLAS AVENUE,2021-03-19,000810 PAID INVOICE 90408415,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35466548H,V*101420AEUHAZ100087,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1020990049,2473287,1,1062472,02099,00049,2020-09-02,AEUHAZ1,01331,630,WEST 153 STREET,2023-12-20,000810 PAID INVOICE 90802728,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,39023939H,V*090220AEUHAZ101331,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
1020990049,2464317,1,1062472,02099,00049,2020-06-29,EARCX,10233,630,WEST 153 STREET,2022-03-02,PD INV62251377,,FAILURE TO SUBMIT AN EER PER AD. CODE SEC. 28-308.4 IN 2019,,V*062920EARCX10233,V*-DOB VIOLATION - DISMISSED,EARCX-FAILURE TO SUBMIT EER                                           NONE
1022390013,2433239,1,1064963,02239,00013,2020-01-03,P,20-00022,95,SEAMAN AVENUE,,,,THE DEPARTMENT OF BUILDINGS INTENDS TO REVOKE ALL PLUMBING WORK UNDER           PERMIT# 140824311 DUE TO MASTER PLUMBER LICENSE REVOKED LMP# 9646.              STOP ALL PLUMBING WORK UNDER ABOVE MENTIONED PERMIT AND OBTAIN A NEW            MASTER PLUMBER TO SUPERSEDE THE PLUMBING PERMIT.,,V010320P20-00022,V-DOB VIOLATION - ACTIVE,P-PLUMBING                                                        NONE
1000077502,2491346,1,1087449,00007,07502,2020-10-28,AEUHAZ1,00177,32,WATER STREET,,,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,39026166Z,V102820AEUHAZ100177,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2024610045,2487563,2,2002814,02461,00045,2020-09-30,AEUHAZ1,00181,940,GRAND CONCOURSE,2021-01-20,000810 PAID INVOICE 90381445,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35538299X,V*093020AEUHAZ100181,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2024610045,2467392,2,2002814,02461,00045,2020-07-09,IMEGNCY,15560,940,GRAND CONCOURSE,2022-01-27,DOB VIOLATION DISMISSED AS DECLARATION HAS BEEN CLOSED,,"ACCORDING TO ECB#35538299X CLASS 1,SIDEWALK SHED IS NEED TO BE INSTALL           FOR ITS EXPOSURES#1 WEST ELEVATIONSTREET FACADE 50 FEET OF SHED IS             REQUIRED  EXP#1 WEST ELEVATION INNER COURTYARD 95 FEET OF SHED IS               REQUIRED",,V*070920IMEGNCY15560,V*-DOB VIOLATION - DISMISSED,IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL
2024610058,2491376,2,2002815,02461,00058,2020-10-28,AEUHAZ1,00207,960,GRAND CONCOURSE,2021-02-18,000810 PAID INVOICE 90394989,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,35538800K,V*102820AEUHAZ100207,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE
2024610090,2471833,2,2002822,02461,00090,2020-08-26,E,9028/687860,1000,GR CONCOURSE,,,2P1638,,,V082620E9028/687860,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024610090,2471832,2,2002822,02461,00090,2020-08-27,E,9028/687859,1000,GR CONCOURSE,,,2P1637,,,V082720E9028/687859,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED
2024640023,2485171,2,2002849,02464,00023,2020-09-14,E,9028/673618,1235,GR CONCOURSE,2022-12-16,DISMISSED BASED ON SUBSEQUENT REPORT SHOWING DEFECTS CORRECTED,2P1212,,,V*091420E9028/673618,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED
