bin,violationissuedate,violationnumber,violationtype,violationremarks,violationstatus,devicenumber,devicetype,cycleenddate,borough,block,lot,housenumber,street,city,state,zip,bbl,postcode,latitude,longitude,communityboard,councildistrict,censustract2020,neighborhoodtabulationareanta2020
3063299,2023-06-30,063023LBLVIO29191,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2021 EXTERNAL LOW PRESSURE INSPECTION,Active,30000103053N0001,Boiler,2021-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
1025173,2002-03-26,032602LL629103020,LL6291,,Active,10000039594Y0001,Boiler,2001-12-31,Manhattan,1041,5,365,WEST 50 STREET,New York,New York,,1010410005,10019,40.763211,-73.988272,104,3,133,Hell's Kitchen
1047584,2023-04-25,042523LBLVIO03440,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Active,10000035707N0001,Boiler,2022-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
3096699,2006-01-06,010606LL629111722,LL6291,,Active,30000060573Y0001,Boiler,2005-12-31,Brooklyn,4303,12,696,MILLER AVENUE,New York,New York,,3043030012,11207,40.663122,-73.88864,305,42,1122,East New York-New Lots
3041227,2023-06-20,062023LBLVIO29557,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000200007Y0001,Boiler,2019-12-31,Brooklyn,1519,16,276,MARION STREET,New York,New York,,3015190016,11233,40.680894,-73.918554,303,41,379,Bedford-Stuyvesant (East)
2018349,2018-01-26,012618ACC104831,ACC1,,Active,2P675,Elevator,2016-12-31,Bronx,3347,10,3260,PERRY AVENUE,New York,New York,,2033470010,10467,40.876018,-73.876091,207,11,42902,Norwood
1005262,2011-12-13,121311LBLVIO00415,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2010 INSPECTION REPORT,Dismissed,10000021918Y0001,Boiler,2010-11-15,Manhattan,407,54,513,EAST 13 STREET,New York,New York,,1004070054,10009,40.729391,-73.98004,103,2,34,East Village
2017465,2004-04-21,042104LL108102056,LL1081,,Active,2P1695,Elevator,2003-12-31,Bronx,3315,89,2805,GRAND CONCOURSE,New York,New York,,2033150089,10468,40.869195,-73.892012,207,14,40303,Bedford Park
3078694,2015-10-01,100115LBLVIO06226,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2014 INSPECTION REPORT,Active,30000058291Y0001,Boiler,2014-12-31,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
2050059,2023-10-23,VIO-FTC-VT-CAT1-202012-0003939,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P2713,Elevator,2020-12-31,Bronx,4348,5,2310,HOLLAND AVENUE,New York,New York,,2043480005,10467,40.859978,-73.865564,211,13,330,Allerton
1004255,2008-01-03,010308LL629105147,LL6291,,Dismissed,10000826510N0002,Boiler,2007-12-31,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
2124437,2023-04-25,042523LBLVIO09419,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Active,20000164035Y0002,Boiler,2022-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
1062472,2003-03-21,032103LL108101331,LL1081,,Active,1P12493,Elevator,2002-12-31,Manhattan,2099,49,630,WEST 153 STREET,New York,New York,,1020990049,10031,40.831914,-73.947852,109,7,237,Hamilton Heights-Sugar Hill
2015396,2023-10-23,VIO-FTC-VT-CAT1-202012-0009272,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P911,Elevator,2020-12-31,Bronx,3250,5,2830,SEDGWICK AVENUE,New York,New York,,2032500005,10468,40.873035,-73.901953,208,14,26702,Kingsbridge Heights-Van Cortlandt Village
1062935,2023-10-23,VIO-FTC-VT-CAT1-202012-0009123,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,1P10293,Elevator,2020-12-31,Manhattan,2122,105,558,WEST 164 STREET,New York,New York,,1021220105,10032,40.838014,-73.940731,112,10,245,Washington Heights (South)
2017807,2023-11-14,VIO-FTC-BE-EXT-202212-0001675,FTC-BE-EXT-LP,Violation Issued-Failure To File 2022 External Inspection Affirmation of Correction for LP Device,Active,20000011865Y0001,Boiler,2022-12-31,Bronx,3328,90,3556,ROCHAMBEAU AVENUE,New York,New York,,2033280090,10467,40.882762,-73.878913,207,11,43101,Norwood
3026544,2023-06-20,062023LBLVIO05672,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2018 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000064836Y0001,Boiler,2018-12-31,Brooklyn,1101,41,181,PROSPECT PARK WEST,New York,New York,,3011010041,11215,40.661974,-73.979055,306,39,167,Park Slope
2013631,2019-09-06,090619ACC103816,ACC1,,Active,2P237,Elevator,2017-12-31,Bronx,3156,9,2070,GRAND CONCOURSE,New York,New York,,2031560009,10457,40.853222,-73.902947,205,15,23502,Mount Hope
2083557,2023-10-23,VIO-FTC-VT-CAT1-201812-0005790,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P1258,Elevator,2018-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2049375,2023-10-23,VIO-FTC-VT-CAT1-202112-0003284,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P1656,Elevator,2021-12-31,Bronx,4317,40,2185,BOLTON STREET,New York,New York,,2043170040,10462,40.8559,-73.868667,211,13,22401,Pelham Parkway-Van Nest
2041215,2023-10-23,VIO-FTC-VT-CAT1-201812-0000103,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P932,Elevator,2018-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
2002814,2023-10-02,VIO-FTC-VT-PER-202212-0016311,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P632,Elevator,2022-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2083557,2023-10-23,VIO-FTC-VT-CAT1-201812-0010095,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P1259,Elevator,2018-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2049375,1997-02-10,021097LL629115331,LL6291,,Active,20000011978Y0001,Boiler,1995-12-31,Bronx,4317,40,2185,BOLTON STREET,New York,New York,,2043170040,10462,40.8559,-73.868667,211,13,22401,Pelham Parkway-Van Nest
2041215,2023-10-23,VIO-FTC-VT-CAT1-201812-0007976,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Affirmation of Correction,Active,2P931,Elevator,2018-12-31,Bronx,3947,1,2131,STARLING AVENUE,New York,New York,,2039470001,10462,40.836175,-73.854048,209,18,222,Parkchester
2002822,2023-10-23,VIO-FTC-VT-CAT1-202012-0010143,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Active,2P1638,Elevator,2020-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
1041795,2015-10-01,100115LBLVIO01151,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2014 INSPECTION REPORT,Active,10000049074Y0001,Boiler,2014-12-31,Manhattan,1391,13,19,EAST 76 STREET,New York,New York,,1013910013,10021,40.774585,-73.964043,108,4,130,Upper East Side-Carnegie Hill
1085192,2018-04-06,040618LBLVIO00122,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2016 INSPECTION REPORT,Active,10000004640Y0001,Boiler,2016-12-31,Manhattan,1429,31,238,EAST   75 STREET,New York,New York,,1014290031,10021,40.771292,-73.958243,108,5,134,Upper East Side-Lenox Hill-Roosevelt Island
1020570,2023-06-30,063023LBLVIO23906,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,10000015026Y0001,Boiler,2020-12-31,Manhattan,928,9,313,EAST 22 STREET,New York,New York,,1009280009,10010,40.736992,-73.980821,106,2,64,Gramercy
1030892,2011-12-13,121311LBLVIO01861,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2010 INSPECTION REPORT,Active,10000016044Y0001,Boiler,2010-11-15,Manhattan,1169,40,214,WEST 78 STREET,New York,New York,,1011690040,10024,40.782702,-73.979403,107,6,163,Upper West Side (Central)
4029194,2023-10-23,VIO-FTC-VT-CAT1-201912-0003494,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Dismissed,4P2158,Elevator,2019-12-31,Queens,1268,1,81-06,34 AVENUE,New York,New York,,4012680001,11372,40.753644,-73.885785,403,25,283,Jackson Heights
2017622,2023-10-23,VIO-FTC-VT-CAT1-202112-0005562,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Affirmation of Correction,Active,2P533,Elevator,2021-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
2124437,2017-02-24,022417LBLVIO05086,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2015 INSPECTION REPORT,Active,20000164035Y0001,Boiler,2015-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
1003269,2023-06-30,063023LBLVIO44398,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2021 EXTERNAL LOW PRESSURE INSPECTION,Active,10000043822Y0001,Boiler,2021-12-31,Manhattan,274,14,75,MONROE STREET,New York,New York,,1002740014,10002,40.711749,-73.992602,103,1,8,Chinatown-Two Bridges
2014942,2006-01-06,010606LL629109463,LL6291,,Active,20000927666Y0001,Boiler,2005-12-31,Bronx,3225,98,2312,LORING PLACE,New York,New York,,2032250098,10468,40.861916,-73.908231,207,14,255,University Heights (North)-Fordham
2013760,2000-02-07,020700LL629111019,LL6291,,Active,20000010004Y0001,Boiler,1999-12-31,Bronx,3162,34,2181,GRAND CONCOURSE,New York,New York,,2031620034,10453,40.855337,-73.901289,205,14,23704,Fordham Heights
3078694,2009-01-01,010109LL629111363,LL6291,,Active,30000058291Y0001,Boiler,2008-12-31,Brooklyn,3406,57,1229,HALSEY STREET,New York,New York,,3034060057,11237,40.693356,-73.907745,304,37,437,Bushwick (East)
2003025,2023-10-23,VIO-FTC-VT-CAT1-201912-0006520,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P403,Elevator,2019-12-31,Bronx,2496,46,1184,CROMWELL AVENUE,New York,New York,,2024960046,10452,40.835492,-73.922639,204,16,197,Concourse-Concourse Village
2002815,2023-10-23,VIO-FTC-VT-CAT1-201912-0006515,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P594,Elevator,2019-12-31,Bronx,2461,58,960,GRAND CONCOURSE,New York,New York,,2024610058,10451,40.829305,-73.921346,204,16,18301,Concourse-Concourse Village
2028349,2018-01-26,012618ACC104888,ACC1,,Active,2P1527,Elevator,2016-12-31,Bronx,3906,1,1110,WYATT STREET,New York,New York,,2039060001,10460,40.839306,-73.877301,206,15,60,West Farms
1003556,2007-01-19,011907LL629106028,LL6291,,Active,10000910291Y0001,Boiler,2006-12-31,Manhattan,283,6,119,HENRY STREET,New York,New York,,1002830006,10002,40.713276,-73.991476,103,1,6,Chinatown-Two Bridges
2013760,2006-01-06,010606LL629106678,LL6291,,Active,20000010004Y0001,Boiler,2005-12-31,Bronx,3162,34,2181,GRAND CONCOURSE,New York,New York,,2031620034,10453,40.855337,-73.901289,205,14,23704,Fordham Heights
2008010,2023-08-11,VIO-FTF-VT-CAT1-202112-0000166,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2021 Cat1 Test Report,Active,2P1934,Elevator,2021-12-31,Bronx,2835,26,1505,GRAND CONCOURSE,New York,New York,,2028350026,10452,40.841216,-73.912614,204,16,209,Mount Eden-Claremont (West)
2017622,2004-04-21,042104LL108102059,LL1081,,Active,2P533,Elevator,2003-12-31,Bronx,3320,60,2922,GRAND CONCOURSE,New York,New York,,2033200060,10458,40.871519,-73.888627,207,14,40702,Bedford Park
4166895,2008-03-21,032108LL108103796,LL1081,,Dismissed,4P4272,Elevator,2007-12-31,Queens,7968,31,222-89,BRADDOCK AVENUE,New York,New York,,4079680031,11428,40.728384,-73.735581,413,23,1621,Bellerose
2017136,2009-12-31,123109LBLVIO07560,LBLVIO,,Active,20000011264Y0001,Boiler,2009-11-15,Bronx,3304,55,2701,VALENTINE AVENUE,New York,New York,,2033040055,10458,40.866736,-73.892439,207,15,40302,Bedford Park
2018647,2023-11-14,VIO-FTC-BE-EXT-201912-0002097,FTC-BE-EXT-LP,Violation Issued-Failure To File 2019 External Inspection Affirmation of Correction for LP Device,Active,20000009904Y0001,Boiler,2019-12-31,Bronx,3356,146,3525,DECATUR AVENUE,New York,New York,,2033560146,10467,40.879228,-73.872353,207,11,43102,Norwood
2007683,2018-01-26,012618ACC104550,ACC1,,Active,2P1902,Elevator,2016-12-31,Bronx,2808,12,1939,GRAND CONCOURSE,New York,New York,,2028080012,10453,40.850427,-73.905229,205,14,23501,Mount Hope
2002822,1997-01-13,011397LL108101957,LL1081,,Active,2P1638,Elevator,1996-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
4080137,1993-06-28,062893LL629118420,LL6291,,Active,,Boiler,1992-12-31,Queens,3355,129,83-52,TALBOT STREET,New York,New York,,4033550129,11415,40.708618,-73.827669,409,29,138,Kew Gardens
1085192,1997-09-16,091697LL6291182202,LL6291,,Active,10000004640Y0001,Boiler,1996-12-31,Manhattan,1429,31,238,EAST   75 STREET,New York,New York,,1014290031,10021,40.771292,-73.958243,108,5,134,Upper East Side-Lenox Hill-Roosevelt Island
3341955,2023-06-20,062023LBLVIO26954,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2019 EXTERNAL LOW PRESSURE INSPECTION,Dismissed,30000065408Y0001,Boiler,2019-12-31,Brooklyn,1946,4,369,WASHINGTON AVENUE,New York,New York,,3019460004,11238,40.687528,-73.965673,302,35,197,Clinton Hill
4080137,2023-08-11,VIO-FTF-VT-CAT1-201812-0000932,FTF-VT-CAT1-CO,Violation Issued-Failure To File 2018 Cat1 Test Report,Dismissed,4P686,Elevator,2018-12-31,Queens,3355,129,83-52,TALBOT STREET,New York,New York,,4033550129,11415,40.708618,-73.827669,409,29,138,Kew Gardens
2002822,2002-02-19,021902LL108101863,LL1081,,Active,2P1638,Elevator,2001-12-31,Bronx,2461,90,1000,GRAND CONCOURSE,New York,New York,,2024610090,10451,40.82979,-73.921074,204,16,18301,Concourse-Concourse Village
2002814,2019-09-06,090619ACC103576,ACC1,,Active,2P631,Elevator,2017-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
1050027,2001-02-27,022701LL629104739,LL6291,,Active,10000007392Y0002,Boiler,2000-12-31,Manhattan,1549,15,333,EAST 86 STREET,New York,New York,,1015490015,10028,40.777374,-73.950531,108,5,14602,Upper East Side-Yorkville
1064964,2023-11-14,VIO-FTC-BE-EXT-201812-0001919,FTC-BE-EXT-LP,Violation Issued-Failure To File 2018 External Inspection Affirmation of Correction for LP Device,Dismissed,10000166116Y0001,Boiler,2018-12-31,Manhattan,2239,17,97,SEAMAN AVENUE,New York,New York,,1022390017,10034,40.868268,-73.924554,112,10,295,Inwood
3063299,2005-01-31,013105LL629117359,LL6291,,Active,30000103053N0001,Boiler,2004-12-31,Brooklyn,2433,15,224,SOUTH    3 STREET,New York,New York,,3024330015,11211,40.711136,-73.958775,301,34,523,Williamsburg
1060908,2023-10-23,VIO-FTC-VT-CAT1-202212-0020147,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2022 Cat1 Test Affirmation of Correction,Active,1P15970,Elevator,2022-12-31,Manhattan,2048,25,105,EDGECOMBE AVENUE,New York,New York,,1020480025,10030,40.819948,-73.945849,110,9,22102,Harlem (North)
1060906,2012-08-15,081512EACC101264,E,,Active,1P10083,Elevator,2010-12-31,Manhattan,2048,16,91,EDGECOMBE AVENUE,New York,New York,,1020480016,10030,40.819474,-73.946193,110,9,22102,Harlem (North)
3096699,2023-06-30,063023LBLVIO27014,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2021 EXTERNAL LOW PRESSURE INSPECTION,Active,30000060573Y0001,Boiler,2021-12-31,Brooklyn,4303,12,696,MILLER AVENUE,New York,New York,,3043030012,11207,40.663122,-73.88864,305,42,1122,East New York-New Lots
2028350,2023-10-02,VIO-FTC-VT-PER-202212-0008470,FTC-VT-PER-CO,Violation Issued-Failure To File 2022 Periodic Inspection Affirmation of Correction,Active,2P1444,Elevator,2022-12-31,Bronx,3906,10,1120,WYATT STREET,New York,New York,,2039060010,10460,40.839227,-73.877081,206,15,60,West Farms
2014942,1993-05-17,051793LL629105504,LL6291,,Active,20000927666Y0001,Boiler,1992-12-31,Bronx,3225,98,2312,LORING PLACE,New York,New York,,2032250098,10468,40.861916,-73.908231,207,14,255,University Heights (North)-Fordham
2002814,2023-10-23,VIO-FTC-VT-CAT1-201912-0000970,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2019 Cat1 Test Affirmation of Correction,Active,2P634,Elevator,2019-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2051276,2008-03-21,032108LL108102195,LL1081,,Active,2P640,Elevator,2007-12-31,Bronx,4427,17,2526,BRONX PARK EAST,New York,New York,,2044270017,10467,40.863773,-73.870401,211,15,33202,Allerton
2124437,2018-01-26,012618ACC109144,ACC1,,Active,2P11355,Elevator,2016-12-31,Bronx,5796,117,3620,OXFORD AVENUE,New York,New York,,2057960117,10463,40.886967,-73.908554,208,11,295,Riverdale-Spuyten Duyvil
1004255,2009-12-31,123109LBLVIO00410,LBLVIO,,Dismissed,10000826510N0002,Boiler,2009-11-15,Manhattan,350,35,158,STANTON STREET,New York,New York,,1003500035,10002,40.720408,-73.985021,103,2,3001,Lower East Side
1047584,2023-04-25,042523HBLVIO00036,HBLVIO,VIOLATION ISSUED - FAILURE TO FILE 2022 INTERNAL HIGH PRESSURE BOILER INSPECTION,Active,10000053198N0001,Boiler,2022-12-31,Manhattan,1510,52,1205,LEXINGTON AVENUE,New York,New York,,1015100052,10028,40.776685,-73.957622,108,4,140,Upper East Side-Carnegie Hill
2050059,2018-01-26,012618ACC104983,ACC1,,Active,2P2712,Elevator,2016-12-31,Bronx,4348,5,2310,HOLLAND AVENUE,New York,New York,,2043480005,10467,40.859978,-73.865564,211,13,330,Allerton
1062472,2004-02-13,021304LL629100415,LL6291,,Active,10000009530Y0001,Boiler,2003-12-31,Manhattan,2099,49,630,WEST 153 STREET,New York,New York,,1020990049,10031,40.831914,-73.947852,109,7,237,Hamilton Heights-Sugar Hill
4029695,2019-09-06,090619ACC105101,ACC1,,Dismissed,4P314,Elevator,2017-12-31,Queens,1281,65,35-21,81 STREET,New York,New York,,4012810065,11372,40.75136,-73.88554,403,25,283,Jackson Heights
2014943,1994-06-09,060994LL629105202,LL6291,,Active,20000927669Y0001,Boiler,1993-12-31,Bronx,3225,101,2316,LORING PLACE,New York,New York,,2032250101,10468,40.861995,-73.908169,207,14,255,University Heights (North)-Fordham
2002814,2019-09-06,090619ACC103578,ACC1,,Active,2P633,Elevator,2017-12-31,Bronx,2461,45,940,GRAND CONCOURSE,New York,New York,,2024610045,10451,40.828783,-73.921617,204,16,18301,Concourse-Concourse Village
2083557,2004-11-19,111904LL108101978,LL1081,,Active,2P1258,Elevator,2004-12-31,Bronx,5754,90,225,WEST 232 STREET,New York,New York,,2057540090,10463,40.880352,-73.904318,208,11,287,Kingsbridge-Marble Hill
2017136,2017-01-03,010317ACC104931,ACC1,,Active,2P1143,Elevator,2015-12-31,Bronx,3304,55,2701,VALENTINE AVENUE,New York,New York,,2033040055,10458,40.866736,-73.892439,207,15,40302,Bedford Park
1010042,2023-04-25,042523LBLVIO04689,LBLVIO,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2022 INSPECTION REPORT,Dismissed,10000076905Y0001,Boiler,2022-12-31,Manhattan,588,59,94,CHRISTOPHER STREET,New York,New York,,1005880059,10014,40.733337,-74.004579,102,3,73,West Village
4080137,2023-10-23,VIO-FTC-VT-CAT1-202012-0006340,FTC-VT-CAT1-CO,Violation Issued-Failure To File 2020 Cat1 Test Affirmation of Correction,Dismissed,4P687,Elevator,2020-12-31,Queens,3355,129,83-52,TALBOT STREET,New York,New York,,4033550129,11415,40.708618,-73.827669,409,29,138,Kew Gardens
4080138,2017-01-03,010317ACC106574,ACC1,,Dismissed,4P688,Elevator,2015-12-31,Queens,3355,136,83-64,TALBOT STREET,New York,New York,,4033550136,11415,40.708612,-73.827665,409,29,138,Kew Gardens
2002873,2023-11-14,VIO-FTC-BE-EXT-202112-0003893,FTC-BE-EXT-LP,Violation Issued-Failure To File 2021 External Inspection Affirmation of Correction for LP Device,Dismissed,20000002330Y0001,Boiler,2021-12-31,Bronx,2471,21,150,EAST 165 STREET,New York,New York,,2024710021,10452,40.831039,-73.920849,204,16,195,Concourse-Concourse Village
2001112,2023-06-30,063023LBLVIO18668,LBLVIO,VIOLATION ISSUED-FAILURE TO FILE 2020 EXTERNAL LOW PRESSURE INSPECTION,Active,20000929759Y0001,Boiler,2020-12-31,Bronx,2352,51,557,WALTON AVENUE,New York,New York,,2023520051,10451,40.819135,-73.928201,204,8,6301,Concourse-Concourse Village
2028350,2018-01-26,012618ACC104889,ACC1,,Active,2P1444,Elevator,2016-12-31,Bronx,3906,10,1120,WYATT STREET,New York,New York,,2039060010,10460,40.839227,-73.877081,206,15,60,West Farms
